"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV_2425","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","parasanguinis"
"ASV_2426","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_2","NA"
"ASV_2427","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014","NA"
"ASV_2428","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_NK4A136_group","NA"
"ASV_2429","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea","NA"
"ASV_2430","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_FCS020_group","NA"
"ASV_2431","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_ND3007_group","NA"
"ASV_2432","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Butyricicoccus","NA"
"ASV_2433","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_2434","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Marvinbryantia","NA"
"ASV_2435","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_UCG-004","NA"
"ASV_2436","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_2437","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Mailhella","NA"
"ASV_2438","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_2439","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Holdemania","NA"
"ASV_2440","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","NA"
"ASV_2441","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","NA"
"ASV_2442","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group","NA","NA"
"ASV_2443","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","NA","NA"
"ASV_2444","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister","NA"
"ASV_2445","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Agathobacter","NA"
"ASV_2446","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_2447","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_2448","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_2449","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","NA"
"ASV_2450","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_2451","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","NA"
"ASV_2452","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_2453","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014","NA"
"ASV_2454","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005","NA"
"ASV_2455","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014","NA"
"ASV_2456","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Senegalimassilia","NA"
"ASV_2457","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Agathobacter","NA"
"ASV_2458","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","GCA-900066755","NA"
"ASV_2459","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_NK4A136_group","NA"
"ASV_2460","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_2461","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_2462","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","NA","NA","NA"
"ASV_2463","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_2","NA"
"ASV_2464","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_2465","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_2466","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_9","NA"
"ASV_2467","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_ND3007_group","NA"
"ASV_2468","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Butyricicoccus","NA"
"ASV_2469","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_2470","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_2471","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","GCA-900066575","NA"
"ASV_2472","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_2473","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","NA"
"ASV_2474","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","NA"
"ASV_2475","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_2","NA"
"ASV_2476","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group","NA","NA"
"ASV_2477","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","NA"
"ASV_2478","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_2","NA"
"ASV_2479","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Succinivibrionaceae","Succinivibrio","NA"
"ASV_2480","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","NA"
"ASV_2481","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_2482","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_2483","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus_2","NA"
"ASV_2484","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_2485","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia","NA"
"ASV_2486","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_ND3007_group","NA"
"ASV_2487","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014","NA"
"ASV_2488","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Holdemania","NA"
"ASV_2489","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes","NA"
"ASV_2490","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia","NA"
"ASV_2491","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-003","NA"
"ASV_2492","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","NA"
"ASV_2493","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014","NA"
"ASV_2494","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014","NA"
"ASV_2495","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_2496","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","GCA-900066755","NA"
"ASV_2497","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_2498","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Bilophila","NA"
"ASV_2499","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_2500","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_2501","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_5","NA"
"ASV_2502","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_2503","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Butyricicoccus","NA"
"ASV_2504","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_NK4A136_group","NA"
"ASV_2505","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","NA"
"ASV_2506","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_2507","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","NA"
"ASV_2508","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","NA"
"ASV_2509","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_2510","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Subdoligranulum","NA"
"ASV_2511","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014","NA"
"ASV_2512","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","thetaiotaomicron"
"ASV_2513","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","NA"
"ASV_2514","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_2515","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_2516","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Fusicatenibacter","NA"
"ASV_2517","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-013","NA"
"ASV_2518","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","NA"
"ASV_2519","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_2520","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_2521","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","NA","NA"
"ASV_2522","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_2523","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister","NA"
"ASV_2524","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","NA"
"ASV_2525","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_2526","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","NA"
"ASV_2527","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_2","NA"
"ASV_2528","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","NA","NA"
"ASV_2529","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia/Shigella","NA"
"ASV_2530","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella","NA"
"ASV_2531","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_2532","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea","NA"
"ASV_2533","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_2","NA"
"ASV_2534","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_2535","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","NA"
"ASV_2536","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","NA","NA"
"ASV_2537","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group","NA","NA"
"ASV_2538","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_2539","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Sellimonas","NA"
"ASV_2540","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Intestinimonas","NA"
"ASV_2541","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","NA"
"ASV_2542","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_2543","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-008","NA"
"ASV_2544","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megamonas","NA"
"ASV_2545","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_2546","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_2547","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010","NA"
"ASV_2548","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinifilaceae","Odoribacter","NA"
"ASV_2549","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Bilophila","NA"
"ASV_2550","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_2551","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus_3","comes"
"ASV_2552","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_2553","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella","NA"
"ASV_2554","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_2555","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_2556","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_2557","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_2558","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","NA"
"ASV_2559","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_2560","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","NA"
"ASV_2561","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Fusicatenibacter","NA"
"ASV_2562","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales","NA","NA","NA"
"ASV_2563","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_NK4A214_group","NA"
"ASV_2564","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea","NA"
"ASV_2565","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_UCG-004","NA"
"ASV_2566","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","NA"
"ASV_2567","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_2568","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_2569","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Intestinimonas","NA"
"ASV_2570","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_ND3007_group","NA"
"ASV_2571","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Subdoligranulum","NA"
"ASV_2572","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillibacter","NA"
"ASV_2573","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_2574","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_2575","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-002","NA"
"ASV_2576","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-008","NA"
"ASV_2577","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia/Shigella","coli"
"ASV_2578","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea","longicatena"
"ASV_2579","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","NA"
"ASV_2580","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_2581","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea","NA"
"ASV_2582","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_2583","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_2584","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014","NA"
"ASV_2585","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Solobacterium","NA"
"ASV_2586","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Fusicatenibacter","NA"
"ASV_2587","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelotrichaceae_UCG-003","NA"
"ASV_2588","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculum","NA"
"ASV_2589","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella","NA"
"ASV_2590","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_2591","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelotrichaceae_UCG-003","NA"
"ASV_2592","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_2593","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Phocea","NA"
"ASV_2594","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","NA"
"ASV_2595","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_2596","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_2597","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Intestinibacter","NA"
"ASV_2598","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_2599","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Sutterella","NA"
"ASV_2600","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_2601","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_2602","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV_2603","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Subdoligranulum","NA"
"ASV_2604","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea","NA"
"ASV_2605","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_2606","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","lactis"
"ASV_2607","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","obesi"
"ASV_2608","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_2609","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Merdibacter","NA"
"ASV_2610","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_2611","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Fusicatenibacter","NA"
"ASV_2612","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9","NA"
"ASV_2613","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_2","NA"
"ASV_2614","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_2615","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","NA"
"ASV_2616","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group","NA"
"ASV_2617","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea","NA"
"ASV_2618","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_2619","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_2620","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_2621","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_2622","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella","NA"
"ASV_2623","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_2624","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus_2","NA"
"ASV_2625","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Fusicatenibacter","NA"
"ASV_2626","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_2627","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005","NA"
"ASV_2628","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister","NA"
"ASV_2629","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","NA"
"ASV_2630","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_2631","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Fusicatenibacter","NA"
"ASV_2632","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","NA","NA"
"ASV_2633","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_UCG-004","NA"
"ASV_2634","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_2635","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_2636","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes","hadrus"
"ASV_2637","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","NA","NA"
"ASV_2638","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia","NA"
"ASV_2639","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Intestinibacter","NA"
"ASV_2640","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_2641","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","NA"
"ASV_2642","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","NA"
"ASV_2643","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_2644","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Tyzzerella","NA"
"ASV_2645","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus_3","NA"
"ASV_2646","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus_1","NA"
"ASV_2647","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Barnesiellaceae","Coprobacter","NA"
"ASV_2648","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9","NA"
"ASV_2649","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_UCG-003","NA"
"ASV_2650","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_2651","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group","NA"
"ASV_2652","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister","NA"
"ASV_2653","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","NA"
"ASV_2654","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Agathobacter","NA"
"ASV_2655","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_2656","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Subdoligranulum","NA"
"ASV_2657","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Marvinbryantia","NA"
"ASV_2658","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Agathobacter","NA"
"ASV_2659","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_2660","Bacteria","Elusimicrobia","Elusimicrobia","Elusimicrobiales","Elusimicrobiaceae","Elusimicrobium","NA"
"ASV_2661","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","NA","NA"
"ASV_2662","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-013","NA"
"ASV_2663","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","NA"
"ASV_2664","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","NA"
"ASV_2665","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_2666","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Agathobacter","NA"
"ASV_2667","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Allisonella","NA"
